ticket,opening_time_utc,closing_time_utc,type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission,swap,profit,equity,margin_level,close_reason
407073256,2026-07-13T14:01:17,2026-07-13T14:02:07,sell,0.01,0.01,XAUUSDm,4042.096,4042.1859999999997,4048.357,,,,-0.09,,,user
407059891,2026-07-13T13:52:44,2026-07-13T13:59:30,buy,0.01,0.01,XAUUSDm,4048.978,4044.364,4042.129,,,,-4.62,,,user
406896317,2026-07-13T10:43:21,2026-07-13T11:00:51,buy,0.01,0.01,XAUUSDm,4055.5,4059.3050000000003,4051.046,,,,3.81,,,user
406777680,2026-07-13T07:37:38,2026-07-13T07:37:43,buy,0.01,0.01,XAUUSDm,4061.338,4061.587,,,,,0.25,,,user
406760224,2026-07-13T07:04:54,2026-07-13T07:26:43,buy,0.01,0.01,XAUUSDm,4054.094,4057.7380000000003,4048.807,,,,3.65,,,user
406753579,2026-07-13T06:59:37,2026-07-13T07:01:44,buy,0.01,0.01,XAUUSDm,4054.56,4051.713,4051.713,,,,-2.85,,,sl
406726081,2026-07-13T06:22:42,2026-07-13T06:33:39,buy,0.01,0.01,XAUUSDm,4056.371,4060.029,4048.731,,,,3.66,,,user
406718469,2026-07-13T06:11:26,2026-07-13T06:19:41,sell,0.01,0.01,XAUUSDm,4051.681,4053.4269999999997,4054.811,,,,-1.75,,,user
406632638,2026-07-13T04:32:25,2026-07-13T06:05:26,buy,0.01,0.01,XAUUSDm,4056.339,4048.353,4048.353,,,,-7.99,,,sl
405424414,2026-07-09T17:30:24,2026-07-09T17:38:21,buy,0.01,0.01,XAUUSDm,4132.887,4133.924,4127.471,4133.924,,,1.03,,,tp
405403670,2026-07-09T16:34:42,2026-07-09T17:29:02,sell,0.01,0.01,XAUUSDm,4134.703,4130.42,4130.42,,,,4.28,,,sl
405403554,2026-07-09T16:34:27,2026-07-09T16:34:35,buy,0.01,0.01,XAUUSDm,4135.513,4135.301,,,,,-0.21,,,user
405317738,2026-07-09T14:19:55,2026-07-09T14:24:16,sell,0.01,0.01,XAUUSDm,4117.085,4121.866,4125.093,,,,-4.78,,,user
405182223,2026-07-09T12:13:12,2026-07-09T12:22:52,sell,0.01,0.01,XAUUSDm,4116.261,4106.431,4121.111,,,,9.83,,,user
404676238,2026-07-08T17:20:08,2026-07-08T17:22:31,sell,0.01,0.01,XAUUSDm,4066.313,4070.816,4070.816,,,,-4.51,,,sl
404671330,2026-07-08T17:10:10,2026-07-08T17:14:21,sell,0.01,0.01,XAUUSDm,4065.134,4069.705,4069.705,,,,-4.58,,,sl
404664392,2026-07-08T16:57:23,2026-07-08T17:06:33,sell,0.01,0.01,XAUUSDm,4061.719,4064.756,4064.756,,,,-3.04,,,sl
404654211,2026-07-08T16:43:15,2026-07-08T16:48:21,buy,0.01,0.01,XAUUSDm,4051.759,4055.879,4046.27,,,,4.12,,,user
404616240,2026-07-08T15:43:42,2026-07-08T16:08:33,buy,0.01,0.01,XAUUSDm,4031.865,4037.773,4021.81,4046.685,,,5.9,,,user
404603304,2026-07-08T15:30:18,2026-07-08T15:30:41,buy,0.01,0.01,XAUUSDm,4029.538,4023.433,4024.393,,,,-6.11,,,sl
404538375,2026-07-08T14:31:53,2026-07-08T14:33:49,sell,0.01,0.01,XAUUSDm,4055.665,4053.647,4062.101,4041.289,,,2.02,,,user
404535446,2026-07-08T14:28:29,2026-07-08T14:30:39,buy,0.01,0.01,XAUUSDm,4062.839,4058.211,4058.211,4080.11,,,-4.63,,,sl
404405696,2026-07-08T11:54:06,2026-07-08T12:14:35,buy,0.01,0.01,XAUUSDm,4062.301,4071.444,4058.519,,,,9.14,,,user
404391107,2026-07-08T11:43:49,2026-07-08T11:49:37,buy,0.01,0.01,XAUUSDm,4055.901,4061.762,4061.504,4120.096,,,5.86,,,user
404213161,2026-07-08T08:24:55,2026-07-08T08:41:28,sell,0.01,0.01,XAUUSDm,4084.398,4065.843,4094.609,,,,18.56,,,user
404208790,2026-07-08T08:22:18,2026-07-08T08:23:59,buy,0.01,0.01,XAUUSDm,4091.2,4084.945,4084.945,,,,-6.25,,,sl
404122632,2026-07-08T06:24:12,2026-07-08T06:30:11,buy,0.01,0.01,XAUUSDm,4131.317,4128.313,4128.313,4141.649,,,-3.01,,,sl
403818416,2026-07-07T17:27:43,2026-07-07T17:27:59,sell,0.01,0.01,XAUUSDm,4144.737,4146.1,4146.1,,,,-1.36,,,sl
403816745,2026-07-07T17:22:50,2026-07-07T17:24:10,sell,0.01,0.01,XAUUSDm,4142.65,4144.663,4144.663,4135.75,,,-2.01,,,sl
403802329,2026-07-07T16:36:06,2026-07-07T16:46:06,buy,0.01,0.01,XAGUSDm,60.892,60.783,60.784,,,,-5.45,,,sl
